"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test","Species"
"Consumption Model",0.0887389709841482,0.0694172475701704,0.99826982043917,0.998993571393372,"Sea_Urchins_Green"
"Exports Model",68043.9426367318,22958.9584226426,0.997922865037219,0.999852053374794,"Sea_Urchins_Green"
"Market Value Model",0.0353103613676569,0.0455391923915161,0.999029879265053,0.998148138638978,"Sea_Urchins_Green"
"Blue Economy Model",846360.684122775,739102.179603989,0.985127452188053,0.976929134221535,"Sea_Urchins_Green"
"Landings Model",2313112.93666577,3910668.38020725,0.927095098389015,0.561254992372541,"Sea_Urchins_Green"
"Consumption Model",0.0980406948458055,0.0591492979789273,0.997460312366343,0.999417734149057,"Sea_Urchins_Green"
"Exports Model",57705.8933091059,87788.7256816123,0.998623228111909,0.997164176816198,"Sea_Urchins_Green"
"Market Value Model",0.0294302304510828,0.0488657529871254,0.999325585622724,0.99789539312171,"Sea_Urchins_Green"
"Blue Economy Model",823046.632663502,777945.185241405,0.974880095498967,0.992605636920099,"Sea_Urchins_Green"
"Landings Model",2313112.93666577,3910668.38020725,0.927095098389015,0.561254992372541,"Sea_Urchins_Green"
"Consumption Model",0.0980406948458055,0.0591492979789273,0.997460312366343,0.999417734149057,"Sea_Urchins_Green"
"Exports Model",57705.8933091059,87788.7256816123,0.998623228111909,0.997164176816198,"Sea_Urchins_Green"
"Market Value Model",0.0160090949833269,0.0203308340489795,0.999757579555034,0.999585605728197,"Sea_Urchins_Green"
"Blue Economy Model",821517.105968944,1115302.4419617,0.978342532037462,0.974575508756324,"Sea_Urchins_Green"
"Landings Model",2313112.93666577,3910668.38020725,0.927095098389015,0.561254992372541,"Sea_Urchins_Green"
"Consumption Model",0.0980406948458055,0.0591492979789273,0.997460312366343,0.999417734149057,"Sea_Urchins_Green"
"Exports Model",57705.8933091059,87788.7256816123,0.998623228111909,0.997164176816198,"Sea_Urchins_Green"
"Market Value Model",0.0160090949833269,0.0203308340489795,0.999757579555034,0.999585605728197,"Sea_Urchins_Green"
"Blue Economy Model",886091.989953245,1112917.4699231,0.975579857224771,0.975451703338098,"Sea_Urchins_Green"
"Landings Model",2313112.93666577,3910668.38020725,0.927095098389015,0.561254992372541,"Sea_Urchins_Green"
"Consumption Model",0.0980406948458055,0.0591492979789273,0.997460312366343,0.999417734149057,"Sea_Urchins_Green"
"Exports Model",57705.8933091059,87788.7256816123,0.998623228111909,0.997164176816198,"Sea_Urchins_Green"
"Market Value Model",0.0160090949833269,0.0203308340489795,0.999757579555034,0.999585605728197,"Sea_Urchins_Green"
"Blue Economy Model",778278.667297435,1058864.70156215,0.98069584495306,0.9746414422518,"Sea_Urchins_Green"
"Landings Model",2313112.93666577,3910668.38020725,0.927095098389015,0.561254992372541,"Sea_Urchins_Green"
"Consumption Model",0.0980406948458055,0.0591492979789273,0.997460312366343,0.999417734149057,"Sea_Urchins_Green"
"Exports Model",57705.8933091059,87788.7256816123,0.998623228111909,0.997164176816198,"Sea_Urchins_Green"
"Market Value Model",0.0151837967321503,0.0305343735542104,0.999786785528821,0.999267047495346,"Sea_Urchins_Green"
"Blue Economy Model",1221040.80600939,690318.092096027,0.967425739935311,0.968449466999613,"Sea_Urchins_Green"
"Landings Model",2313112.93666577,3910668.38020725,0.927095098389015,0.561254992372541,"Sea_Urchins_Green"
"Consumption Model",0.0980406948458055,0.0591492979789273,0.997460312366343,0.999417734149057,"Sea_Urchins_Green"
"Exports Model",57705.8933091059,87788.7256816123,0.998623228111909,0.997164176816198,"Sea_Urchins_Green"
"Market Value Model",0.0151837967321503,0.0305343735542104,0.999786785528821,0.999267047495346,"Sea_Urchins_Green"
"Blue Economy Model",1280753.96749902,637627.126312878,0.960123071634307,0.97327309558388,"Sea_Urchins_Green"
"Landings Model",385823.396601664,669661.753845501,0.996842124846221,0.991806654462389,"Seaweed_Unc"
"Consumption Model",0.101738424298737,0.0373491443770381,0.997354747046363,0.999817708825125,"Seaweed_Unc"
"Exports Model",80914.7666640593,49937.1260693288,0.99757503676863,0.997723767718707,"Seaweed_Unc"
"Landings Model",385823.396601664,669661.753845501,0.996842124846221,0.991806654462389,"Seaweed_Unc"
"Consumption Model",0.101738424298737,0.0373491443770381,0.997354747046363,0.999817708825125,"Seaweed_Unc"
"Exports Model",80914.7666640593,49937.1260693288,0.99757503676863,0.997723767718707,"Seaweed_Unc"
"Market Value Model",0.0274528884197797,0.0210763731147677,0.801755561572952,0.967859580504746,"Seaweed_Unc"
"Landings Model",385823.396601664,669661.753845501,0.996842124846221,0.991806654462389,"Seaweed_Unc"
"Consumption Model",0.101738424298737,0.0373491443770381,0.997354747046363,0.999817708825125,"Seaweed_Unc"
"Exports Model",80914.7666640593,49937.1260693288,0.99757503676863,0.997723767718707,"Seaweed_Unc"
"Market Value Model",0.0274528884197797,0.0210763731147677,0.801755561572952,0.967859580504746,"Seaweed_Unc"
"Landings Model",385823.396601664,669661.753845501,0.996842124846221,0.991806654462389,"Seaweed_Unc"
"Consumption Model",0.101738424298737,0.0373491443770381,0.997354747046363,0.999817708825125,"Seaweed_Unc"
"Exports Model",80914.7666640593,49937.1260693288,0.99757503676863,0.997723767718707,"Seaweed_Unc"
"Market Value Model",0.0274528884197797,0.0210763731147677,0.801755561572952,0.967859580504746,"Seaweed_Unc"
"Blue Economy Model",30359.0871884142,8714.89864850504,0.986463285607475,0.999191831317648,"Seaweed_Unc"
"Landings Model",385823.396601664,669661.753845501,0.996842124846221,0.991806654462389,"Seaweed_Unc"
"Consumption Model",0.101738424298737,0.0373491443770381,0.997354747046363,0.999817708825125,"Seaweed_Unc"
"Exports Model",80914.7666640593,49937.1260693288,0.99757503676863,0.997723767718707,"Seaweed_Unc"
"Market Value Model",0.0274528884197797,0.0210763731147677,0.801755561572952,0.967859580504746,"Seaweed_Unc"
"Blue Economy Model",30039.5809550182,6251.99616008499,0.986763621064376,0.999598748855452,"Seaweed_Unc"
"Landings Model",378108.968952977,559980.426915269,0.996940927333862,0.994298454329978,"Seaweed_Unc"
"Consumption Model",0.0772185902019141,0.138510544723755,0.998551686251504,0.996827934235772,"Seaweed_Unc"
"Exports Model",70309.1247009313,85100.929151513,0.998158759266043,0.994190787877109,"Seaweed_Unc"
"Market Value Model",0.0240048734066501,0.0344669477272003,0.957066655919231,0.529601761123499,"Seaweed_Unc"
"Blue Economy Model",28705.6716171377,14470.7233049424,0.988533030799375,0.997402450908111,"Seaweed_Unc"
"Landings Model",378108.968952977,559980.426915269,0.996940927333862,0.994298454329978,"Seaweed_Unc"
"Consumption Model",0.0772185902019141,0.138510544723755,0.998551686251504,0.996827934235772,"Seaweed_Unc"
"Exports Model",70309.1247009313,85100.929151513,0.998158759266043,0.994190787877109,"Seaweed_Unc"
"Market Value Model",0.0240048734066501,0.0344669477272003,0.957066655919231,0.529601761123499,"Seaweed_Unc"
"Blue Economy Model",27930.8605787026,16506.4081994368,0.989229964819292,0.996600369508628,"Seaweed_Unc"
"Landings Model",378108.968952977,559980.426915269,0.996940927333862,0.994298454329978,"Seaweed_Unc"
"Consumption Model",0.0772185902019141,0.138510544723755,0.998551686251504,0.996827934235772,"Seaweed_Unc"
"Exports Model",51218.0431742712,71322.4619823827,0.998927620555325,0.997350698407919,"Seaweed_Unc"
"Market Value Model",0.0167724926624563,0.0387420918805585,0.844158334256905,0.98413814053209,"Seaweed_Unc"
"Blue Economy Model",29773.8889709923,7167.73785445467,0.986943795424739,0.999603776757624,"Seaweed_Unc"
"Landings Model",378108.968952977,559980.426915269,0.996940927333862,0.994298454329978,"Seaweed_Unc"
"Consumption Model",0.0772185902019141,0.138510544723755,0.998551686251504,0.996827934235772,"Seaweed_Unc"
"Exports Model",51218.0431742712,71322.4619823827,0.998927620555325,0.997350698407919,"Seaweed_Unc"
"Market Value Model",0.0174413526026569,0.0450506288557536,0.83169224947837,0.976173095421999,"Seaweed_Unc"
"Blue Economy Model",28869.0556632372,11343.9112843263,0.988658653090114,0.99856239684705,"Seaweed_Unc"
"Landings Model",378108.968952977,559980.426915269,0.996940927333862,0.994298454329978,"Seaweed_Unc"
"Consumption Model",0.0772185902019141,0.138510544723755,0.998551686251504,0.996827934235772,"Seaweed_Unc"
"Exports Model",51218.0431742712,71322.4619823827,0.998927620555325,0.997350698407919,"Seaweed_Unc"
"Market Value Model",0.0172151913896229,0.044633203137615,0.836749750708271,0.977825745185311,"Seaweed_Unc"
"Blue Economy Model",29204.2848147417,2942.5294418624,0.988147311425255,0.999880499329499,"Seaweed_Unc"
"Landings Model",378108.968952977,559980.426915269,0.996940927333862,0.994298454329978,"Seaweed_Unc"
"Consumption Model",0.0772185902019141,0.138510544723755,0.998551686251504,0.996827934235772,"Seaweed_Unc"
"Exports Model",51218.0431742712,71322.4619823827,0.998927620555325,0.997350698407919,"Seaweed_Unc"
"Market Value Model",0.0210691980590931,0.0453963082166461,0.755167558097896,0.983262671801173,"Seaweed_Unc"
"Blue Economy Model",30212.1733083923,15231.5612999175,0.987128990905597,0.996971246974098,"Seaweed_Unc"
"Landings Model",344179.014378451,814290.599720374,0.997641675675118,0.985822737136507,"Seaweed_Unc"
"Consumption Model",0.102476561932413,0.0754859644118135,0.997870794228447,0.998204557822889,"Seaweed_Unc"
"Exports Model",71680.3256723964,22076.7647269335,0.997821981815226,0.999810364417238,"Seaweed_Unc"
"Market Value Model",0.0296886589568089,0.0203497913259387,0.832668006637338,0.907481750307852,"Seaweed_Unc"
"Blue Economy Model",31667.6845158068,7530.71723413425,0.98597803937516,0.999315833555705,"Seaweed_Unc"
"Landings Model",344179.014378451,814290.599720374,0.997641675675118,0.985822737136507,"Seaweed_Unc"
"Consumption Model",0.102476561932413,0.0754859644118135,0.997870794228447,0.998204557822889,"Seaweed_Unc"
"Exports Model",71680.3256723964,22076.7647269335,0.997821981815226,0.999810364417238,"Seaweed_Unc"
"Market Value Model",0.027882085209893,0.0180007964769301,0.858014648040382,0.907476845449475,"Seaweed_Unc"
"Blue Economy Model",13017.1140942588,48580.7634869334,0.997847285702459,0.965228772809645,"Seaweed_Unc"
"Landings Model",344179.014378451,814290.599720374,0.997641675675118,0.985822737136507,"Seaweed_Unc"
"Consumption Model",0.102476561932413,0.0754859644118135,0.997870794228447,0.998204557822889,"Seaweed_Unc"
"Exports Model",71680.3256723964,22076.7647269335,0.997821981815226,0.999810364417238,"Seaweed_Unc"
"Market Value Model",0.027882085209893,0.0180007964769301,0.858014648040382,0.907476845449475,"Seaweed_Unc"
"Blue Economy Model",13566.4120479918,42381.1658897821,0.997816760052515,0.973853525977618,"Seaweed_Unc"
"Landings Model",344179.014378451,814290.599720374,0.997641675675118,0.985822737136507,"Seaweed_Unc"
"Consumption Model",0.102476561932413,0.0754859644118135,0.997870794228447,0.998204557822889,"Seaweed_Unc"
"Exports Model",71680.3256723964,22076.7647269335,0.997821981815226,0.999810364417238,"Seaweed_Unc"
"Market Value Model",0.027882085209893,0.0180007964769301,0.858014648040382,0.907476845449475,"Seaweed_Unc"
"Blue Economy Model",10991.0579529619,42002.5365885875,0.998505927530678,0.974212320644778,"Seaweed_Unc"
"Landings Model",344179.014378451,814290.599720374,0.997641675675118,0.985822737136507,"Seaweed_Unc"
"Consumption Model",0.102476561932413,0.0754859644118135,0.997870794228447,0.998204557822889,"Seaweed_Unc"
"Exports Model",71680.3256723964,22076.7647269335,0.997821981815226,0.999810364417238,"Seaweed_Unc"
"Market Value Model",0.028118431528483,0.0176912666456419,0.858944699055517,0.91291106981815,"Seaweed_Unc"
"Blue Economy Model",30992.5618990926,17385.6701614637,0.985270533510044,0.996999332751689,"Seaweed_Unc"
"Landings Model",344179.014378451,814290.599720374,0.997641675675118,0.985822737136507,"Seaweed_Unc"
"Consumption Model",0.102476561932413,0.0754859644118135,0.997870794228447,0.998204557822889,"Seaweed_Unc"
"Exports Model",71680.3256723964,22076.7647269335,0.997821981815226,0.999810364417238,"Seaweed_Unc"
"Market Value Model",0.028118431528483,0.0176912666456419,0.858944699055517,0.91291106981815,"Seaweed_Unc"
"Blue Economy Model",30273.0118225628,16489.7948494664,0.98594671477186,0.997225686142202,"Seaweed_Unc"
"Landings Model",312466.72241295,673577.783090686,0.926868827244034,0.329162987372111,"Shark_Dogfish"
"Consumption Model",0.102416259170067,0.0684988965774519,0.998073789419799,0.996323786496756,"Shark_Dogfish"
"Exports Model",150671.106441207,106510.966720943,0.993229650380763,0.998581612421077,"Shark_Dogfish"
"Landings Model",312466.72241295,673577.783090686,0.926868827244034,0.329162987372111,"Shark_Dogfish"
"Consumption Model",0.102416259170067,0.0684988965774519,0.998073789419799,0.996323786496756,"Shark_Dogfish"
"Exports Model",150671.106441207,106510.966720943,0.993229650380763,0.998581612421077,"Shark_Dogfish"
"Market Value Model",0.00615715135367467,0.0086044931707353,0.996025959968474,0.994055999076804,"Shark_Dogfish"
"Landings Model",312466.72241295,673577.783090686,0.926868827244034,0.329162987372111,"Shark_Dogfish"
"Consumption Model",0.102416259170067,0.0684988965774519,0.998073789419799,0.996323786496756,"Shark_Dogfish"
"Exports Model",150671.106441207,106510.966720943,0.993229650380763,0.998581612421077,"Shark_Dogfish"
"Market Value Model",0.00615715135367467,0.0086044931707353,0.996025959968474,0.994055999076804,"Shark_Dogfish"
"Landings Model",312466.72241295,673577.783090686,0.926868827244034,0.329162987372111,"Shark_Dogfish"
"Consumption Model",0.102416259170067,0.0684988965774519,0.998073789419799,0.996323786496756,"Shark_Dogfish"
"Exports Model",150671.106441207,106510.966720943,0.993229650380763,0.998581612421077,"Shark_Dogfish"
"Market Value Model",0.00615715135367467,0.0086044931707353,0.996025959968474,0.994055999076804,"Shark_Dogfish"
"Blue Economy Model",31994.0076145383,12671.7220470389,0.950257212045979,0.978382230842394,"Shark_Dogfish"
"Landings Model",312466.72241295,673577.783090686,0.926868827244034,0.329162987372111,"Shark_Dogfish"
"Consumption Model",0.102416259170067,0.0684988965774519,0.998073789419799,0.996323786496756,"Shark_Dogfish"
"Exports Model",150671.106441207,106510.966720943,0.993229650380763,0.998581612421077,"Shark_Dogfish"
"Market Value Model",0.00615715135367467,0.0086044931707353,0.996025959968474,0.994055999076804,"Shark_Dogfish"
"Blue Economy Model",33979.0236379825,9361.840249351,0.935717758168667,0.989509861898755,"Shark_Dogfish"
"Landings Model",309819.826512402,731400.910548789,0.931041745694539,0.256672662555938,"Shark_Dogfish"
"Consumption Model",0.0945447553526655,0.109027507963381,0.998202132298074,0.996569424773703,"Shark_Dogfish"
"Exports Model",125429.872826352,209716.57677285,0.995375060737816,0.98839793927212,"Shark_Dogfish"
"Market Value Model",0.00632049770561116,0.00794161090455443,0.995950701500319,0.99374584786862,"Shark_Dogfish"
"Blue Economy Model",35254.5015849232,6272.74904976879,0.934556942590453,0.978961832887422,"Shark_Dogfish"
"Landings Model",309819.826512402,731400.910548789,0.931041745694539,0.256672662555938,"Shark_Dogfish"
"Consumption Model",0.0945447553526655,0.109027507963381,0.998202132298074,0.996569424773703,"Shark_Dogfish"
"Exports Model",125429.872826352,209716.57677285,0.995375060737816,0.98839793927212,"Shark_Dogfish"
"Market Value Model",0.00632049770561116,0.00794161090455443,0.995950701500319,0.99374584786862,"Shark_Dogfish"
"Blue Economy Model",38472.0947630861,17923.090077008,0.93144651147468,0.834828698370216,"Shark_Dogfish"
"Landings Model",309819.826512402,731400.910548789,0.931041745694539,0.256672662555938,"Shark_Dogfish"
"Consumption Model",0.0945447553526655,0.109027507963381,0.998202132298074,0.996569424773703,"Shark_Dogfish"
"Exports Model",81646.0906634803,68693.7170776221,0.997769922186075,0.999639070550478,"Shark_Dogfish"
"Market Value Model",0.00579447860605613,0.00654689311916794,0.996282969504635,0.995736562176371,"Shark_Dogfish"
"Blue Economy Model",36138.5797073268,4502.08251039994,0.931075856033756,0.991165298270589,"Shark_Dogfish"
"Landings Model",309819.826512402,731400.910548789,0.931041745694539,0.256672662555938,"Shark_Dogfish"
"Consumption Model",0.0945447553526655,0.109027507963381,0.998202132298074,0.996569424773703,"Shark_Dogfish"
"Exports Model",81646.0906634803,68693.7170776221,0.997769922186075,0.999639070550478,"Shark_Dogfish"
"Market Value Model",0.00621677572537072,0.00701816784408332,0.995779563258059,0.995386642282971,"Shark_Dogfish"
"Blue Economy Model",31494.1921429541,10163.6324699976,0.947850808732088,0.969051507026092,"Shark_Dogfish"
"Landings Model",309819.826512402,731400.910548789,0.931041745694539,0.256672662555938,"Shark_Dogfish"
"Consumption Model",0.0945447553526655,0.109027507963381,0.998202132298074,0.996569424773703,"Shark_Dogfish"
"Exports Model",81646.0906634803,68693.7170776221,0.997769922186075,0.999639070550478,"Shark_Dogfish"
"Market Value Model",0.00670359408835151,0.00678402912976078,0.995183332184447,0.995371265071407,"Shark_Dogfish"
"Blue Economy Model",31993.1561342054,4783.47832783452,0.945401390175394,0.993257479359245,"Shark_Dogfish"
"Landings Model",309819.826512402,731400.910548789,0.931041745694539,0.256672662555938,"Shark_Dogfish"
"Consumption Model",0.0945447553526655,0.109027507963381,0.998202132298074,0.996569424773703,"Shark_Dogfish"
"Exports Model",81646.0906634803,68693.7170776221,0.997769922186075,0.999639070550478,"Shark_Dogfish"
"Market Value Model",0.00909654031508433,0.00924231852956527,0.991467931436114,0.992377719900827,"Shark_Dogfish"
"Blue Economy Model",33414.1585843046,31900.2067058649,0.919498372302459,0.963691588550013,"Shark_Dogfish"
"Landings Model",332328.181401175,595992.778501429,0.902707252959094,0.65210355494707,"Shark_Dogfish"
"Consumption Model",0.0897872073999735,0.111493676119047,0.998090204612239,0.998804977372182,"Shark_Dogfish"
"Exports Model",92410.8518826113,105467.275674064,0.9975503852133,0.99665989059183,"Shark_Dogfish"
"Market Value Model",0.00935266415612114,0.00918898930095978,0.991515035416693,0.990058360466423,"Shark_Dogfish"
"Blue Economy Model",34548.7749624406,7716.22434650374,0.947107850236186,0.968264472964695,"Shark_Dogfish"
"Landings Model",332328.181401175,595992.778501429,0.902707252959094,0.65210355494707,"Shark_Dogfish"
"Consumption Model",0.0897872073999735,0.111493676119047,0.998090204612239,0.998804977372182,"Shark_Dogfish"
"Exports Model",92410.8518826113,105467.275674064,0.9975503852133,0.99665989059183,"Shark_Dogfish"
"Market Value Model",0.0064178398154906,0.00734530825498378,0.995814467228563,0.993380320249248,"Shark_Dogfish"
"Blue Economy Model",20317.5066627381,47935.492175916,0.944368540338771,0.951135699916304,"Shark_Dogfish"
"Landings Model",332328.181401175,595992.778501429,0.902707252959094,0.65210355494707,"Shark_Dogfish"
"Consumption Model",0.0897872073999735,0.111493676119047,0.998090204612239,0.998804977372182,"Shark_Dogfish"
"Exports Model",92410.8518826113,105467.275674064,0.9975503852133,0.99665989059183,"Shark_Dogfish"
"Market Value Model",0.0064178398154906,0.00734530825498378,0.995814467228563,0.993380320249248,"Shark_Dogfish"
"Blue Economy Model",23191.2332414173,54519.286280535,0.940633156034164,0.913229053085591,"Shark_Dogfish"
"Landings Model",332328.181401175,595992.778501429,0.902707252959094,0.65210355494707,"Shark_Dogfish"
"Consumption Model",0.0897872073999735,0.111493676119047,0.998090204612239,0.998804977372182,"Shark_Dogfish"
"Exports Model",92410.8518826113,105467.275674064,0.9975503852133,0.99665989059183,"Shark_Dogfish"
"Market Value Model",0.0064178398154906,0.00734530825498378,0.995814467228563,0.993380320249248,"Shark_Dogfish"
"Blue Economy Model",20137.534577619,49281.1872254038,0.954289801614201,0.923878589058046,"Shark_Dogfish"
"Landings Model",332328.181401175,595992.778501429,0.902707252959094,0.65210355494707,"Shark_Dogfish"
"Consumption Model",0.0897872073999735,0.111493676119047,0.998090204612239,0.998804977372182,"Shark_Dogfish"
"Exports Model",92410.8518826113,105467.275674064,0.9975503852133,0.99665989059183,"Shark_Dogfish"
"Market Value Model",0.00669153583714333,0.00715602545934439,0.995584340698791,0.99379890904974,"Shark_Dogfish"
"Blue Economy Model",40756.323886854,7869.84941333942,0.926131676906611,0.993137816764684,"Shark_Dogfish"
"Landings Model",332328.181401175,595992.778501429,0.902707252959094,0.65210355494707,"Shark_Dogfish"
"Consumption Model",0.0897872073999735,0.111493676119047,0.998090204612239,0.998804977372182,"Shark_Dogfish"
"Exports Model",92410.8518826113,105467.275674064,0.9975503852133,0.99665989059183,"Shark_Dogfish"
"Market Value Model",0.00669153583714333,0.00715602545934439,0.995584340698791,0.99379890904974,"Shark_Dogfish"
"Blue Economy Model",41849.2219128039,8392.89719444835,0.918042435809186,0.992289704915574,"Shark_Dogfish"
"Landings Model",1398375.64396028,3774450.76665092,0.925652902335383,0.270893360327773,"Shrimp_Northern"
"Consumption Model",0.10892647965058,0.103138580770109,0.99782063180333,0.998418722977138,"Shrimp_Northern"
"Exports Model",142408.491667509,107362.679557894,0.992787562204016,0.996328867565811,"Shrimp_Northern"
"Landings Model",1398375.64396028,3774450.76665092,0.925652902335383,0.270893360327773,"Shrimp_Northern"
"Consumption Model",0.10892647965058,0.103138580770109,0.99782063180333,0.998418722977138,"Shrimp_Northern"
"Exports Model",142408.491667509,107362.679557894,0.992787562204016,0.996328867565811,"Shrimp_Northern"
"Market Value Model",0.0426946806882539,0.0409613038647443,0.989304125056576,0.986056802083584,"Shrimp_Northern"
"Landings Model",1398375.64396028,3774450.76665092,0.925652902335383,0.270893360327773,"Shrimp_Northern"
"Consumption Model",0.10892647965058,0.103138580770109,0.99782063180333,0.998418722977138,"Shrimp_Northern"
"Exports Model",142408.491667509,107362.679557894,0.992787562204016,0.996328867565811,"Shrimp_Northern"
"Market Value Model",0.0426946806882539,0.0409613038647443,0.989304125056576,0.986056802083584,"Shrimp_Northern"
"Landings Model",1398375.64396028,3774450.76665092,0.925652902335383,0.270893360327773,"Shrimp_Northern"
"Consumption Model",0.10892647965058,0.103138580770109,0.99782063180333,0.998418722977138,"Shrimp_Northern"
"Exports Model",142408.491667509,107362.679557894,0.992787562204016,0.996328867565811,"Shrimp_Northern"
"Market Value Model",0.0426946806882539,0.0409613038647443,0.989304125056576,0.986056802083584,"Shrimp_Northern"
"Blue Economy Model",410342.02060038,248946.188666307,0.979928355023918,0.989703559078123,"Shrimp_Northern"
"Landings Model",1398375.64396028,3774450.76665092,0.925652902335383,0.270893360327773,"Shrimp_Northern"
"Consumption Model",0.10892647965058,0.103138580770109,0.99782063180333,0.998418722977138,"Shrimp_Northern"
"Exports Model",142408.491667509,107362.679557894,0.992787562204016,0.996328867565811,"Shrimp_Northern"
"Market Value Model",0.0426946806882539,0.0409613038647443,0.989304125056576,0.986056802083584,"Shrimp_Northern"
"Blue Economy Model",401980.105792171,221526.685024871,0.980541102172017,0.991764079511262,"Shrimp_Northern"
"Landings Model",1456276.4649469,3758252.07846725,0.917260819009353,0.275400501345687,"Shrimp_Northern"
"Consumption Model",0.0939952287360103,0.155507270667846,0.998342519404844,0.996786279454462,"Shrimp_Northern"
"Exports Model",134375.377274117,140482.909457171,0.993632880997001,0.994419185394263,"Shrimp_Northern"
"Market Value Model",0.0384527502120772,0.0572418618448002,0.990927762673076,0.977893281879699,"Shrimp_Northern"
"Blue Economy Model",398839.78989605,154065.508676049,0.982808758483947,0.994961200362673,"Shrimp_Northern"
"Landings Model",1456276.4649469,3758252.07846725,0.917260819009353,0.275400501345687,"Shrimp_Northern"
"Consumption Model",0.0939952287360103,0.155507270667846,0.998342519404844,0.996786279454462,"Shrimp_Northern"
"Exports Model",134375.377274117,140482.909457171,0.993632880997001,0.994419185394263,"Shrimp_Northern"
"Market Value Model",0.0384527502120772,0.0572418618448002,0.990927762673076,0.977893281879699,"Shrimp_Northern"
"Blue Economy Model",461531.647318042,125233.635157595,0.976823019502771,0.996960036996987,"Shrimp_Northern"
"Landings Model",1456276.4649469,3758252.07846725,0.917260819009353,0.275400501345687,"Shrimp_Northern"
"Consumption Model",0.0939952287360103,0.155507270667846,0.998342519404844,0.996786279454462,"Shrimp_Northern"
"Exports Model",75250.7697155033,43955.2024176932,0.998019952827761,0.999178513834467,"Shrimp_Northern"
"Market Value Model",0.0399815601341,0.0259239786495654,0.989375040481925,0.99622330317926,"Shrimp_Northern"
"Blue Economy Model",377468.24817337,142105.376336566,0.983680591317162,0.997414292730847,"Shrimp_Northern"
"Landings Model",1456276.4649469,3758252.07846725,0.917260819009353,0.275400501345687,"Shrimp_Northern"
"Consumption Model",0.0939952287360103,0.155507270667846,0.998342519404844,0.996786279454462,"Shrimp_Northern"
"Exports Model",75250.7697155033,43955.2024176932,0.998019952827761,0.999178513834467,"Shrimp_Northern"
"Market Value Model",0.042890266921858,0.0293509698395579,0.987902628261964,0.995150738479864,"Shrimp_Northern"
"Blue Economy Model",385012.410603927,85188.8528337396,0.981867962466976,0.999037180289935,"Shrimp_Northern"
"Landings Model",1456276.4649469,3758252.07846725,0.917260819009353,0.275400501345687,"Shrimp_Northern"
"Consumption Model",0.0939952287360103,0.155507270667846,0.998342519404844,0.996786279454462,"Shrimp_Northern"
"Exports Model",75250.7697155033,43955.2024176932,0.998019952827761,0.999178513834467,"Shrimp_Northern"
"Market Value Model",0.0464176695364441,0.0342482892948247,0.986000349929131,0.993336451008289,"Shrimp_Northern"
"Blue Economy Model",379732.642953738,159066.088040957,0.982250871625184,0.996826755628846,"Shrimp_Northern"
"Landings Model",1456276.4649469,3758252.07846725,0.917260819009353,0.275400501345687,"Shrimp_Northern"
"Consumption Model",0.0939952287360103,0.155507270667846,0.998342519404844,0.996786279454462,"Shrimp_Northern"
"Exports Model",75250.7697155033,43955.2024176932,0.998019952827761,0.999178513834467,"Shrimp_Northern"
"Market Value Model",0.0570221194802512,0.0516847828423727,0.980035313170305,0.985163601759561,"Shrimp_Northern"
"Blue Economy Model",399581.021959706,469962.338328555,0.980155708161226,0.967264981755885,"Shrimp_Northern"
"Landings Model",1197293.44466984,4823804.76152119,0.922470795239443,0.196519610366853,"Shrimp_Northern"
"Consumption Model",0.0996780446338995,0.120795050930728,0.998018780169443,0.998314179313258,"Shrimp_Northern"
"Exports Model",83578.5508165658,94836.7496874379,0.997549242375228,0.997051778567425,"Shrimp_Northern"
"Market Value Model",0.0544674053730934,0.0607039669774061,0.984566101125826,0.966555645686874,"Shrimp_Northern"
"Blue Economy Model",332770.384357041,253316.384326702,0.987114793977014,0.990045240506339,"Shrimp_Northern"
"Landings Model",1197293.44466984,4823804.76152119,0.922470795239443,0.196519610366853,"Shrimp_Northern"
"Consumption Model",0.0996780446338995,0.120795050930728,0.998018780169443,0.998314179313258,"Shrimp_Northern"
"Exports Model",83578.5508165658,94836.7496874379,0.997549242375228,0.997051778567425,"Shrimp_Northern"
"Market Value Model",0.0409107791962681,0.0505798435060897,0.990706617411814,0.975389786074297,"Shrimp_Northern"
"Blue Economy Model",390642.339688392,280499.188839056,0.980141023573459,0.990452179114517,"Shrimp_Northern"
"Landings Model",1197293.44466984,4823804.76152119,0.922470795239443,0.196519610366853,"Shrimp_Northern"
"Consumption Model",0.0996780446338995,0.120795050930728,0.998018780169443,0.998314179313258,"Shrimp_Northern"
"Exports Model",83578.5508165658,94836.7496874379,0.997549242375228,0.997051778567425,"Shrimp_Northern"
"Market Value Model",0.0409107791962681,0.0505798435060897,0.990706617411814,0.975389786074297,"Shrimp_Northern"
"Blue Economy Model",465042.842978665,287051.669821529,0.974322530982494,0.991005332955948,"Shrimp_Northern"
"Landings Model",1197293.44466984,4823804.76152119,0.922470795239443,0.196519610366853,"Shrimp_Northern"
"Consumption Model",0.0996780446338995,0.120795050930728,0.998018780169443,0.998314179313258,"Shrimp_Northern"
"Exports Model",83578.5508165658,94836.7496874379,0.997549242375228,0.997051778567425,"Shrimp_Northern"
"Market Value Model",0.0409107791962681,0.0505798435060897,0.990706617411814,0.975389786074297,"Shrimp_Northern"
"Blue Economy Model",376835.072188435,297949.451287979,0.982225627286206,0.989065120558787,"Shrimp_Northern"
