GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
GIS Join Match Code,NHGIS Integrated State Name,FIPS State Code,NHGIS Integrated State Code,NHGIS Integrated County Name,FIPS County Code,NHGIS Integrated County Code,1930: Persons: Total,1940: Persons: Total,1950: Persons: Total,1960: Persons: Total,1970: Persons: Total,1980: Persons: Total,1990: Persons: Total,2000: Persons: Total,2010: Persons: Total,2020: Persons: Total
"G0600450","California","06","060","Mendocino County","045","0450",23505,27864,40854,51059,51101,66738,80345,86265,87841,91601
"G0600470","California","06","060","Merced County","047","0470",36748,46988,69780,90446,104629,134560,178403,210554,255793,281202
"G0600490","California","06","060","Modoc County","049","0490",8038,8713,9678,8308,7469,8610,9678,9449,9686,8700
"G0600510","California","06","060","Mono County","051","0510",1360,2299,2115,2213,4016,8577,9956,12853,14202,13195
"G0600530","California","06","060","Monterey County","053","0530",53705,73032,130498,198351,250071,290444,355660,401762,415057,439035
"G0600550","California","06","060","Napa County","055","0550",22897,28503,46603,65890,79140,99199,110765,124279,136484,138019
"G0600570","California","06","060","Nevada County","057","0570",10596,19283,19888,20911,26346,51645,78510,92033,98764,102241
"G0600590","California","06","060","Orange County","059","0590",118674,130760,216224,703925,1420386,1932709,2410556,2846289,3010232,3186989
"G0600610","California","06","060","Placer County","061","0610",24468,28108,41649,56998,77306,117247,172796,248399,348432,404739
"G0600630","California","06","060","Plumas County","063","0630",7913,11548,13519,11620,11707,17340,19739,20824,20007,19790
"G0600650","California","06","060","Riverside County","065","0650",81024,105524,170046,306191,459074,663166,1170413,1545387,2189641,2418185
"G0600670","California","06","060","Sacramento County","067","0670",141999,170333,277140,502778,631498,783381,1041219,1223499,1418788,1585055
"G0600690","California","06","060","San Benito County","069","0690",11311,11392,14370,15396,18226,25005,36697,53234,55269,64209
"G0600710","California","06","060","San Bernardino County","071","0710",133900,161108,281642,503591,684072,895016,1418380,1709434,2035210,2181654
"G0600730","California","06","060","San Diego County","073","0730",209659,289348,556808,1033011,1357854,1861846,2498016,2813833,3095313,3298634
"G0600750","California","06","060","San Francisco County","075","0750",634394,634536,775357,740316,715674,678974,723959,776733,805235,873965
"G0600770","California","06","060","San Joaquin County","077","0770",102940,134207,200750,249989,290208,347342,480628,563598,685306,779233
"G0600790","California","06","060","San Luis Obispo County","079","0790",29613,33246,51417,81044,105690,155435,217162,246681,269637,282424
"G0600810","California","06","060","San Mateo County","081","0810",77405,111782,235659,444387,556234,587329,649623,707161,718451,764442
"G0600830","California","06","060","Santa Barbara County","083","0830",65167,70555,98220,168962,264324,298694,369608,399347,423895,448229
"G0600850","California","06","060","Santa Clara County","085","0850",145118,174949,290547,642315,1064714,1295071,1497577,1682585,1781642,1936259
"G0600870","California","06","060","Santa Cruz County","087","0870",37433,45057,66534,84219,123790,188141,229734,255602,262382,270861
"G0600890","California","06","060","Shasta County","089","0890",13927,28800,36413,59468,77640,115715,147036,163256,177223,182155
"G0600910","California","06","060","Sierra County","091","0910",2422,3025,2410,2247,2365,3073,3318,3555,3240,3236
"G0600930","California","06","060","Siskiyou County","093","0930",25480,28598,30733,32885,33225,39732,43531,44301,44900,44076
"G0600950","California","06","060","Solano County","095","0950",40834,49118,104833,134597,169941,235203,340421,394542,413344,453491
"G0600970","California","06","060","Sonoma County","097","0970",62222,69052,103405,147375,204885,299681,388222,458614,483878,488863
"G0600990","California","06","060","Stanislaus County","099","0990",56641,74866,127231,157294,194506,265900,370522,446997,514453,552878
"G0601010","California","06","060","Sutter County","101","1010",14618,18680,26239,33380,41935,52246,64415,78930,94737,99633
"G0601030","California","06","060","Tehama County","103","1030",13866,14316,19276,25305,29517,38888,49625,56039,63463,65829
"G0601050","California","06","060","Trinity County","105","1050",2809,3970,5087,9706,7615,11858,13063,13022,13786,16112
"G0601070","California","06","060","Tulare County","107","1070",77442,107152,149264,168403,188322,245738,311921,368021,442179,473117
"G0601090","California","06","060","Tuolumne County","109","1090",9271,10887,12584,14404,22169,33928,48456,54501,55365,55620
"G0601110","California","06","060","Ventura County","111","1110",54976,69685,114647,199138,376430,529174,669016,753197,823318,843843
"G0601130","California","06","060","Yolo County","113","1130",23644,27243,40640,65727,91788,113374,141092,168660,200849,216403
"G0601150","California","06","060","Yuba County","115","1150",11331,17034,24420,33859,44736,49733,58228,60219,72155,81575
"G0800010","Colorado","08","080","Adams County","001","0010",20245,22481,40234,120296,185789,245944,265038,363857,441603,519572
"G0800030","Colorado","08","080","Alamosa County","003","0030",8602,10484,10531,10000,11422,11799,13617,14966,15445,16376
"G0800050","Colorado","08","080","Arapahoe County","005","0050",22647,32150,52125,113426,162142,293621,391511,487967,572003,655070
"G0800070","Colorado","08","080","Archuleta County","007","0070",3204,3806,3030,2629,2733,3664,5345,9898,12084,13359
"G0800090","Colorado","08","080","Baca County","009","0090",10570,6207,7964,6310,5674,5419,4556,4517,3788,3506
"G0800110","Colorado","08","080","Bent County","011","0110",9134,9653,8775,7419,6493,5945,5048,5998,6499,5650
"G0800130","Colorado","08","080","Boulder County","013","0130",32456,37438,48296,74254,131889,189625,225339,291288,294567,330758
"G0800140","Colorado","08","080","Broomfield County","014","0140",,,,,,,,,55889,74112
"G0800150","Colorado","08","080","Chaffee County","015","0150",8126,8109,7168,8298,10162,13227,12684,16242,17809,19476
"G0800170","Colorado","08","080","Cheyenne County","017","0170",3723,2964,3453,2789,2396,2153,2397,2231,1836,1748
"G0800190","Colorado","08","080","Clear Creek County","019","0190",2155,3784,3289,2793,4819,7308,7619,9322,9088,9397
"G0800210","Colorado","08","080","Conejos County","021","0210",9803,11648,10171,8428,7846,7794,7453,8400,8256,7461
"G0800230","Colorado","08","080","Costilla County","023","0230",5779,7533,6067,4219,3091,3071,3190,3663,3524,3499
"G0800250","Colorado","08","080","Crowley County","025","0250",5934,5398,5222,3978,3086,2988,3946,5518,5823,5922
"G0800270","Colorado","08","080","Custer County","027","0270",2124,2270,1573,1305,1120,1528,1926,3503,4255,4704
"G0800290","Colorado","08","080","Delta County","029","0290",14204,16470,17365,15602,15286,21225,20980,27834,30952,31196
"G0800310","Colorado","08","080","Denver County","031","0310",287861,322412,415786,493887,514678,492365,467610,554636,600158,715522
"G0800330","Colorado","08","080","Dolores County","033","0330",1412,1958,1966,2196,1641,1658,1504,1844,2064,2326
"G0800350","Colorado","08","080","Douglas County","035","0350",3498,3496,3507,4816,8407,25153,60391,175766,285465,357978
"G0800370","Colorado","08","080","Eagle County","037","0370",3924,5361,4488,4677,7498,13320,21928,41659,52197,55731
"G0800410","Colorado","08","080","El Paso County","041","0410",49570,54025,74523,143742,235972,309424,397014,516929,622263,730395
"G0800390","Colorado","08","080","Elbert County","039","0390",6580,5460,4477,3708,3903,6850,9646,19872,23086,26062
"G0800430","Colorado","08","080","Fremont County","043","0430",18896,19742,18366,20196,21942,28676,32273,46145,46824,48939
"G0800450","Colorado","08","080","Garfield County","045","0450",9975,10560,11625,12017,14821,22514,29974,43791,56389,61685
"G0800470","Colorado","08","080","Gilpin County","047","0470",1212,1625,850,685,1272,2441,3070,4757,5441,5808
"G0800490","Colorado","08","080","Grand County","049","0490",2108,3587,3963,3557,4107,7475,7966,12442,14843,15717
"G0800510","Colorado","08","080","Gunnison County","051","0510",5527,6192,5716,5477,7578,10689,10273,13956,15324,16918
"G0800530","Colorado","08","080","Hinsdale County","053","0530",449,349,263,208,202,408,467,790,843,788
"G0800550","Colorado","08","080","Huerfano County","055","0550",17062,16088,10549,7867,6590,6440,6009,7862,6711,6820
"G0800570","Colorado","08","080","Jackson County","057","0570",1386,1798,1976,1758,1811,1863,1605,1577,1394,1379
"G0800590","Colorado","08","080","Jefferson County","059","0590",21810,30725,55687,127520,233031,371753,438430,527056,534543,582910
"G0800610","Colorado","08","080","Kiowa County","061","0610",3786,2793,3003,2425,2029,1936,1688,1622,1398,1446
"G0800630","Colorado","08","080","Kit Carson County","063","0630",9725,7512,8600,6957,7530,7599,7140,8011,8270,7087
"G0800670","Colorado","08","080","La Plata County","067","0670",12975,15494,14880,19225,19199,27424,32284,43941,51334,55638
"G0800650","Colorado","08","080","Lake County","065","0650",4899,6883,6150,7101,8282,8830,6007,7812,7310,7436
"G0800690","Colorado","08","080","Larimer County","069","0690",33137,35539,43554,53343,89900,149184,186136,251494,299630,359066
"G0800710","Colorado","08","080","Las Animas County","071","0710",36008,32369,25902,19983,15744,14897,13765,15207,15507,14555
"G0800730","Colorado","08","080","Lincoln County","073","0730",7850,5882,5909,5310,4836,4663,4529,6087,5467,5675
"G0800750","Colorado","08","080","Logan County","075","0750",19946,18370,17187,20302,18852,19800,17567,20504,22709,21528
"G0800770","Colorado","08","080","Mesa County","077","0770",25908,33791,38974,50715,54374,81530,93145,116255,146723,155703
"G0800790","Colorado","08","080","Mineral County","079","0790",640,975,698,424,786,804,558,831,712,865
"G0800810","Colorado","08","080","Moffat County","081","0810",4861,5086,5946,7061,6525,13133,11357,13184,13795,13292
"G0800830","Colorado","08","080","Montezuma County","083","0830",7798,10463,9991,14024,12952,16510,18672,23830,25535,25849
"G0800850","Colorado","08","080","Montrose County","085","0850",11742,15418,15220,18286,18366,24352,24423,33432,41276,42679
"G0800870","Colorado","08","080","Morgan County","087","0870",18284,17214,18074,21192,20105,22513,21939,27171,28159,29111
"G0800890","Colorado","08","080","Otero County","089","0890",24390,23571,25275,24128,23523,22567,20185,20311,18831,18690
"G0800910","Colorado","08","080","Ouray County","091","0910",1784,2089,2103,1601,1546,1925,2295,3742,4436,4874
"G0800930","Colorado","08","080","Park County","093","0930",2052,3272,1870,1822,2185,5333,7174,14523,16206,17390
"G0800950","Colorado","08","080","Phillips County","095","0950",5797,4948,4924,4440,4131,4542,4189,4480,4442,4530
"G0800970","Colorado","08","080","Pitkin County","097","0970",1770,1836,1646,2381,6185,10338,12661,14872,17148,17358
"G0800990","Colorado","08","080","Prowers County","099","0990",14762,12304,14836,13296,13258,13070,13347,14483,12551,11999
"G0801010","Colorado","08","080","Pueblo County","101","1010",66038,68870,90188,118707,118238,125972,123051,141472,159063,168162
"G0801030","Colorado","08","080","Rio Blanco County","103","1030",2980,2943,4719,5150,4842,6255,5972,5986,6666,6529
"G0801050","Colorado","08","080","Rio Grande County","105","1050",9953,12404,12832,11160,10494,10511,10770,12413,11982,11539
"G0801070","Colorado","08","080","Routt County","107","1070",9352,10525,8940,5900,6592,13404,14088,19690,23509,24829
"G0801090","Colorado","08","080","Saguache County","109","1090",6250,6173,5664,4473,3827,3935,4619,5917,6108,6368
"G0801110","Colorado","08","080","San Juan County","111","1110",1935,1439,1471,849,831,833,745,558,699,705
"G0801130","Colorado","08","080","San Miguel County","113","1130",2184,3664,2693,2944,1949,3192,3653,6594,7359,8072
"G0801150","Colorado","08","080","Sedgwick County","115","1150",5580,5294,5095,4242,3405,3266,2690,2747,2379,2404
"G0801170","Colorado","08","080","Summit County","117","1170",987,1754,1135,2073,2665,8848,12881,23548,27994,31055
"G0801190","Colorado","08","080","Teller County","119","1190",4141,6463,2754,2495,3316,8034,12468,20555,23350,24710
"G0801210","Colorado","08","080","Washington County","121","1210",9591,8336,7520,6625,5550,5304,4812,4926,4814,4817
"G0801230","Colorado","08","080","Weld County","123","1230",65097,63747,67504,72344,89297,123438,131821,180936,252825,328981
"G0801250","Colorado","08","080","Yuma County","125","1250",13613,12102,10827,8912,8544,9682,8954,9841,10043,9988
"G0900010","Connecticut","09","090","Fairfield County","001","0010",386702,418384,504342,653589,792814,807143,827645,882567,916829,957419
"G0900030","Connecticut","09","090","Hartford County","003","0030",421097,450189,539661,689555,816737,807766,851783,857183,894014,899498
"G0900050","Connecticut","09","090","Litchfield County","005","0050",82556,87041,98872,119856,144091,156769,174092,182193,189927,185186
"G0900070","Connecticut","09","090","Middlesex County","007","0070",51388,55999,67332,88865,114816,129017,143196,155071,165676,164245
"G0900090","Connecticut","09","090","New Haven County","009","0090",463449,484316,545784,660315,744948,761337,804219,824008,862477,864835
"G0900110","Connecticut","09","090","New London County","011","0110",118966,125224,144821,185745,230348,238409,254957,259088,274055,268555
"G0900130","Connecticut","09","090","Tolland County","013","0130",28659,31866,44709,68737,103440,114823,128699,136364,152691,149788
"G0900150","Connecticut","09","090","Windham County","015","0150",54086,56223,61759,68572,84515,92312,102525,109091,118428,116418
"G1000010","Delaware","10","100","Kent County","001","0010",31841,34441,37870,65651,81892,98219,110993,126697,162310,181851
"G1000030","Delaware","10","100","New Castle County","003","0030",161032,179562,218879,307446,385856,398115,441946,500265,538479,570719
"G1000050","Delaware","10","100","Sussex County","005","0050",45507,52502,61336,73195,80356,98004,113229,156638,197145,237378
"G1100010","District of Columbia","11","110","District of Columbia","001","0010",486869,663091,802178,763956,756510,638333,606900,572059,601723,689545
"G1200010","Florida","12","120","Alachua County","001","0010",34365,38607,57026,74074,104764,151348,181596,217955,247336,278468
"G1200030","Florida","12","120","Baker County","003","0030",6273,6510,6313,7363,9242,15289,18486,22259,27115,28259
"G1200050","Florida","12","120","Bay County","005","0050",12091,20686,42689,67131,75283,97740,126994,148217,168852,175216
"G1200070","Florida","12","120","Bradford County","007","0070",9405,8717,11457,12446,14625,20023,22515,26088,28520,28303
"G1200090","Florida","12","120","Brevard County","009","0090",13283,16142,23653,111435,230006,272959,398978,476230,543376,606612
"G1200110","Florida","12","120","Broward County","011","0110",20094,39794,83933,333946,620100,1018200,1255488,1623018,1748066,1944375
"G1200130","Florida","12","120","Calhoun County","013","0130",7298,8218,7922,7422,7624,9294,11011,13017,14625,13648
"G1200150","Florida","12","120","Charlotte County","015","0150",4013,3663,4286,12594,27559,58460,110975,141627,159978,186847
"G1200170","Florida","12","120","Citrus County","017","0170",5516,5846,6111,9268,19196,54703,93515,118085,141236,153843
"G1200190","Florida","12","120","Clay County","019","0190",6859,6468,14323,19535,32059,67052,105986,140814,190865,218245
"G1200210","Florida","12","120","Collier County","021","0210",2883,5102,6488,15753,38040,85971,152099,251377,321520,375752
"G1200230","Florida","12","120","Columbia County","023","0230",14638,16859,18216,20077,25250,35399,42613,56513,67531,69698
"G1200250","Florida","12","120","Dade County","025","0250",142955,267739,495084,935047,1267792,1625781,1937094,,,
"G1200270","Florida","12","120","DeSoto County","027","0270",7745,7792,9242,11683,13060,19039,23865,32209,34862,33976
